Business Id	Name
7i6DABDRnJ6soFGIy_2rvw	Stephanus Buchhandlung Paul Kaufmann u. Partner
7J75VLZKDJhCypKjUAcFXQ	Dr. med. Andreas Kist
7jt9kAnYOweq9y2I0uE1Dw	Moghul Mahal
7KaHhijkGVTvCBZ1hlV9Bw	Internisten Endokrinologische Praxis Carlo Sebastian Varma Zink
7NGxiZ5ya3FYIncTCU4jIA	Erna
7Sl1qWqsYO_K0Ah7btDzbA	Ristorante Schwanen
7sXsHuRzSFWoo6ajkk-ZsA	K-Punkt Kombil�sung Infopavillon
7VVJwBvw0NG-LCKZ_EuCoA	Staatliche Kunsthalle Karlsruhe
7xrdf_JJSbswG8hxChJ-KA	El Tequila
8BlSo_rH0CUlkpogYMeN8Q	Fischerheim Durlach
8btINBSesNjN9uZuUrJ09A	Stadtbibliothek Karlsruhe
8cfBkyIJsa3Ij25QnkDr7w	XtraX
8dVpiN5yCnpnhW3DL-2_uA	Landgasthof Hirsch
8E-1IU5PdnuitFwffFF0Wg	spliss - der fris�r
8FgK0h0Kh0BpxhaqDsjaZA	Rim Wang
8kAzpUJWlFx8HBc6cJZZ0g	Wirtshaus Wolfsbr�u
8KCsKouVZYtpRB0fniPrdg	MoccaSin Coffee
8NylphUnH1fJ3YLZq7Yreg	Dehner
8oHZnF6Z4EyPf4HyKWSZbw	Hotel Kaiserhof
8ouXXM4deqhSREG1QPXaFA	Flammerie Graf Zeppelin
8QhUXk_Y89rMmQHzzBLNBQ	Gasthof Tannweg
8R57IiGUkoq6A9DSEmJRcQ	Zur Tr�nke
8rtzGl1pt3YrICBum8cRxA	Restaurant Piro
8WUOay5hclm0wjKGCRm7Sw	Caf� Creativ Cuisine
8ZGrdBf9yv0hJt1aZgX7dA	Jet Tankstelle
8zLDRM77DWRps7k2hnoOPA	Poseidon
9hws9grDsZHAnhWEl_RICA	The Rock Kletterzentrum Karlsruhe
9HZiyUyDcZl5WCA248mAJA	Imbi� & Bistro Dersim
9jSE6VWYhI_4NRwoXRQQ4w	Dr. Kaffee
9O13j4NIYBkZVfInk6FDEA	Restaurant Weinhaus Steppe
9rCNYbOnBGKnn1otAa8nyw	Gr�ner Krebs
9rz7hggrbeIOg1FcQa_uwQ	Borsalino
9sR3wYRz9WxCCCt4Br-T3g	Hartmaier's
07PyHL0ClNT5ZQaD6mLTWQ	POSTGALERIE
14FahioZzo_F5LlscNzcUw	Saray Kebap
14qE5P0ZtWe782tWQYwCcw	Herrmannsh�usle
16SuskmvewU0N3J4GdgLUQ	Bauer Portrait Atelier
18QdyaHkxw-DR-lLAzWpAA	Albtherme
19o_H_ZodCiXvn_gxsPO6w	Kinderspielplatz am Turmberg
22yGKqF09XSoZ49A9E209g	Das Fest
24n6GyhkXVcQGL-LZxOshw	Carambolage
24nfW5gDvX9ot2hT9rf6xg	Coffee Boxx
30JWFF7VjyHnMpNGIp-fnQ	Martina Zimmermann-Brase
35Znve8wyIqKcGRJ3vVdLA	Padellino
39zkau4YW8ovL3zUS10SAA	Restaurant Abrahams
41tFQSXt68OyPDbm3GAQdQ	Bangkok Foodland
43A2uNd1EDp_tZGAzcl0AA	Beyti
51tbyswAGxdw9mN5qrPGeA	Nat-Pob
68zFUO8bfLmGwZePLyguuA	Thalia
69-bzg2RpU2mi9T79u6nUg	Gasthaus Adler Rheinstetten
92bAvTJN_wKOUwygwAAlQw	Rasselfisch
95u9HmF30qffQtFXQphWyA	Kunstmarkt Boss
96-0tsLAkE3xC0eZ7Jsu_g	Wirtshaus zum Schwanen
96DyV1HhsRRPkFIN4zfzPQ	Dr. Stephan Kaut
081EZ8AIZ4QWVaYl_1wUCw	Cafe Carr�
126Dmjf_NJs6OJ3ttI-J5Q	McDonald's
195hVRlAgcgMNNt8Ttdu8g	Badische Landesbibliothek
516cVatYZRqXcHEdfSTasw	Caf� Am Markt
0123BsbSufx_cKhbbVWmIQ	Rintheimer Stuben im Tsv
9107Qw2zL_zIoLR9acqnag	Kindersecondhandladen Durlach
_8DkBpvIb05yeT2bHsrBMQ	St�dtisches Klinikum Karlsruhe gGmbH
_8tUKyMRMMt1YSlac04eqg	Schiffsrestaurant Vater Rhein
_9sV86cPngkNrrkrTTvlEw	Restaurant Kaiserhof
_BTySD9rDdvEH5ftVE4adQ	Primark
_C9P5NuoOEMP5sSqDdHEJA	La Dolce Vita
_CEgkUvPLL-omIutKaWs5Q	Chiang Mai
_De17jwK6Frt8stTulbEeA	Dr. Nelis
_DQPv4T8dGJTUOXovR0lrg	Dorfsch�nke
_DzuCQGb8J091N0PRo4EmQ	Argo
_Fi4b5lYGsKhI4iCw7j_BQ	Rote Sonne China Schnellrestaurant
_J9JwsqYf1hKdtsE7A9OnA	Kofflers Wiener Beisel
_kcI4I_l3tMJfh7BnBoAYQ	KaffeeBasis
_lhblpeTBbfG3TnWLLEGBw	F�nf Sterne
_PWHhThtFJRf7oEnP6w82Q	Kashka Diakonisches Werk Karlsruhe
_sWP2LkDml6bE9nKB3MUPg	Drs. Fritz O�wald, Ina Reitenbach-Blindt, Franz Schwan, David
_TgKU9RQ10RfdZz8CSGEGQ	B�ckeler
_v0l_NYqRLE12GJMflm4Zg	Ph�
_w_wNs6zkvMNZWu43nVbmg	Christ Juweliere und Uhrmacher seit 1863
_WxiLrlNpPuERam8YuQ-dg	Da Giovanni
-3Qu8aYgOleRw-OThNPovA	Sole d' Oro
-6NaBMeSXBnY7j9p7sdPhw	Brauhaus 2.0
-8YUIv3tK0Ui1G8KA5c9zA	Hotel-Restaurant Erbprinz
-bSXOBQQMFS93NGm5j-VkA	La Medusa
-czvRRDB6tTlo6HUzBTMwg	Staatliche Majolika Manufaktur Karlsruhe
-D1hveyCgKKdTSczvU0IRA	Senci Kurzwaren
-FknImM3ehQDq2yVCCjnGQ	Ohne Gleichen
-jphOPBtUgPuhnvHVDPBVg	Djh Jugendherberge Karlsruhe
-Lhy7f1zlTNr08lBiWb_Wg	Saigon Wok
-TFEXcfgracI_wMtman35A	o2 Shop
-u_0NiWheH6iz8ONMDv-og	Papa Corleone
-uEWETyry6mI6Jaq-nfucw	Hans im Gl�ck
-xK-9VwI0WbIdyme7N_0MA	Antalya
-yS-eOYb9q88ffWwVVFzng	Apotheke im Scheck in Center
-YUFxZVqO5i-LlqVjsGwPQ	Rad & Tat Fahrradhandlung
A0g1MhXHME3C1yxc4PCxhA	Pizza Hut
a1LTUTyHEe4z63KGiaSuog	Scheck- in Center
A2aS1RVe9nM-CiLa0vN69w	Wirtshaus Zur Rose
A7W9XAwUZ4wlZjAsG6c-Cg	Pizzeria Strau�
A7Zrif-apG0Lt6ml1bXSsg	Naturversand Kirschke
A-DrNFzlaynJgnPtu8LBMw	Le Restaurant
AAaF8hc_KTjhi-2HzWdsRg	Hagsfelder Stuben
AaTTeaibNRevU2o_JbiYOg	me-di-kom Privatinstitut f�r medizinische und psychologische Bil
ac8dhJhjJgan5T-_KHu_9w	Romulus et Remus
acPzIK1f3vybPlnjE1hWKQ	Hans Gulyas
acyHuDT1T7naRmWDVfDhXg	Marianne's Flammkuchen
aePFUnoAYbi7uij8k4KFxA	C & A Mode
agkUtfCYDPnLmxcFL54r5w	RetroGames
ah-Czxz576_ZTtbetYmwNw	Werner Dr. Dr. dent. und Schierle Prof. Dr. Dr. dent.
aM0RwIaM3IRrCb4mtLwPig	Cielo
APr27c-qEfk7RGCPFE_tug	Bep Xua
AThVusdWIYLmXMCVFN5n2w	El Tesoro
aUFag1TNdmAQYoqVRk-ziQ	La Terazza
AvC6wcZ_BJFqLP3KtnU1Yw	Yangda
aWPbsy9tBGrixT9N0jJ2-w	SVK Beiertheim
B3gjclBEA5cL4TooZUjYkw	K�hler Krug Familienbrauerei
b3mFMG1zjCscknRPPvzmrA	Z10
B4f4wksmcqYTFh4eESm3Kg	Osteria Carr�
b4TLYjfO6iiY0bZEnm3uzA	La Capannina
B8N9wQBMktl0qwz3-22n6w	Autohaus Am Durlacher Tor
b3051J8Ii1485ZOJBYVzhQ	Schlosscaf�
BbAr92cLCT-KapUEuzfn9A	Akropolis
bBBmsMx5uLVC82Si8FE_XA	Ambulanter Pflegedienst Gerber Wojtek Gerber
BD5L_swLr5x6NFh7nzWEJA	Trattoria la Piazza
Be3UQjMhbQDxRnmYu0pAMw	Goldenes Lamm
beCsTM1YSCFHoGqzjjQewQ	zicaffe Point
bemaKNgSiq2pWvfUCmK6Zw	Hair 'N' More
bgBafNxzbhvsC4GAivwWtQ	Parkdeckzehn
BGZHzaRaOuxbBPAKxmnkZw	atelier B:
bH4FuprJUD5eEMzwzO06yg	J�gerstube
bhwbuKiu0f6FdhAx6_hgVQ	REWE
bi7VIc7INLhKaYZqBJR_8Q	Jin-Palast Chinarestaurant
bm8_IYhdxx20XFWYCHYrSg	Zum kleinen Ketterer
Bo8T_i8a76dZZfuFVo_O0g	Rosenbaum
BOfs0NbVsCSiBAo1jb1Tvw	Comestibles Espana
BPY-04VxlC60qxww38dFTQ	Endle
bqcemu1Y-ZTX8haoRqQQog	Der Vogelbr�u
BrL4O85GLCyNqXNlBqeWiA	Piccolo Mondo
BSi3InD9nxAfeKRlxwK7pQ	Tollhaus
Bsj9BC15wZDAlWTsP8kfVg	Aroma Kebap
bSNb73315kS9dOJ1q6uy9g	Raju's Pizza Service
BU5j4XmGAanDPZ_U9IABaA	Lindenbr�u
bVg-aNsf3KNJ4oSuuhw-AA	Akropolis-Ziegler
BXFghFhSCtHsl0x85qUH1w	Stadtwerke Eiszeit
byFsjYzzttWh6DLptWx_fg	Zkm | Zentrum F�r Kunst Und Medientechnologie
bYhw96gS3cbVSNQqMgvZ_Q	Hoepfner Burghof
BYimKe9du2715ojyabQQYQ	Scheck-in Center Durlach
ByZychE8TxTgsNez8nhjfw	Jaipur
C3thwROobYHtoeZXjcoQXQ	Schreberklause
c6qb8tQ-pozM2Q8891KPkw	Hotel Watthalden
C8CSSQU2pE1MWgNJT6J2JA	Central Pizza & Kebap
c8QK4fd-nuyLZDQu5dzLGA	Golden Goal
c74DXZNvjNgOMKKwaL8HUg	Gold
C-3H0JM_J3Ow3u-8dwjhnA	Bratar
CBBdGhr69Op1BG-mjGBCYw	Gastst�tten G�rtnerklause
CC0OFDzmYOFLogu-Ie7jVg	China Imbiss Mister Kan
cd4EpU1PkomEAXjU0xyw1Q	Pizzeria Toscana
CDjAcUDYcvYCFvMYE3L4Pg	REWE City
CdZKeUZtCjqV0ni2NeFlgA	Alte Schmiede
CECYpgLeL0Vd02mpICiZ2g	Shooter Stars
censB138iZoYjr_riZSY3Q	Sushi King
CffrdoVMu93IbWZtEqjQFQ	Musikhaus Schlaile Kartenvorverkauf
CFoN6P3YWTBEfCIRrTsYbA	Charles Oxford
CFY7dqMoc3r06cbAyeavRw	Epplesee
CgiGV6dmRaI3EiRXPOWrQg	Qubes Club
cHuREuonkS-83voJLeQdqw	Friseur Erwin G�rtner
CId0P8GkPJxBVXKgWyM2tA	Bambus Garten
CiGZR0Hr7YY6_GqcBIttxg	Kaiser Grill
cK-Aa0DUAUHJmNTJQc109Q	Yes we can Burger XL
cNHMLhlDBLeMP-UcES677g	Beauty Car
cnXDAjSiySOySahN0HPoyw	K2
co2KapMLsKfc7fi2_GefXQ	Alibaba
cOlL-Zz3joijfR-pzKadtg	H16
cOWWG-2_-3SVCARMihigAA	Schlossplatz
CpGgeW1ioh-DzcNheh9nGA	Ristorante Italia
CpURBK7JfC1j_UzcBiLJgQ	Schlossgarten
CRcwhJTaOYE1IYLCFl_hrQ	Pizza-Taxi Bella Madina
crxcNtV1S8FmllOpgAL-yA	Thalia
cs8VO_3-doSW0mwH-8aAjA	Thai Bistro Suphan
Cu4mKzo8TsOEzZJuF4EAXA	Zero
cvLKebSflUBkBIfh-E5s9Q	da Nico
cVQWrQpeKsQVphwW_6LcpQ	Restaurant Shiraz
cVWySA1qKnQ4C_2_q6E4bQ	Am Tiergarten Hotel und Cafe- Restaurant Leucht e.K.
cVXlK6H02uSjwrmu1fW-Vg	La Cigogne
cwo-SSQxjvtn9S0uhjGDSQ	Caf� Karle
cxs28BsfEmlkRUTucx8a8w	Eiscafe Capri
czgjSyG-L0SgA2KU9Fa80w	Schwarzes Schaf
CZupdTHskax-eCRbiX0LAg	F�cherbad
D2LF87_v_nC4sK7ZAAmQkw	Deichmann
d4r8kOr0ZSpH2MnVoMZzbQ	Gutenberg
D5fZo7NO8JOAu5icizIf-A	Dr. med. Martin Spreng
d8ksSGlDe5XNZevNJwAI0g	Andreasbr�u
D37k9DjJeF5h1ibjkdNTOQ	Sigrun Woehr
D-ZURROjgKZ9f8fxYXnvBg	Tu Taperia
DaE0cV5m3yGaPEaMEUnzZg	Gasthaus zum Sternen
dbXe_WkVbbTuAbbz3G8Vtw	Badisches Staatstheater
dCbLF_ttaqLxUcdW0n0S8g	Ettlinger Weihnachtsmarkt
DEHWrvG-2mpR0zB_HQY1pg	Tialini
DeiWR9aL18WpVyzuey7dGg	Karlsruher Hof
Df8FjaoiZveDswmFihT7Yw	Liebes Beef
dGkpFKbyY39izmLuN1MMDg	Zum Lamm
dkbalwKdoNnRWZJE-zcGmA	Wok-Lai
Dl5nSnmQcNPtkyMmIJT9Rg	Subway
DlH3OmOOJuz5hNU6THjJCA	Gasthof Gro�er Kurf�rst
DLozdaBHmK_J8SMEVOUPFQ	Cupcake Imperium
DmytExiYa2CmxaFssW2ULQ	GRAVIS Store Karlsruhe
DN4uBC1Om48WoHgcoR7xZw	Lauerturmst�ble
doAthESAlj4_-FtsyHGyNw	Mastar Hayda Zilfo und Sultan
DOYwzDK08AmZJxaoCv-7Cw	Dom
DPQt9KMXB9i0lF7ib3F5Mw	Hubraum
Drf2RxbCnVybNiDcFuPFtg	Schwarzwaldstube
Ds15PXK8uFDvkvVDaBuOVw	Kostalexis Gyros Pita
dSRFd9z_EpnW0-CCqmpPsg	ZetKaeM
dTbDlUwayfvD0WwS7AlUSg	Starbucks
DUc-A2ZYS3BFE2wl-rslvw	Bruno's Eisladen
DuY7M08QMrZL9D4raZDGTg	Pf�lzer Weinh�usel
dUz8Sa9SY6l_nIEyUhC90A	Trattoria & Pizzeria Da Luigi
dvZkN9RW6juVCyRolSyYAQ	Dean & David
DvzTiBV8EtCQy1VuTbZOQQ	Vaca Verde
DXIsctlGnYN8-G-CJ6Xm6A	B�ckerei und Konditorei Martin Meier
DxnQjhwf2h2qxB7N-mCVAw	Gastst�tte Saloniki
dyZjJa644Es2HvJT96_6xQ	Wok Asiaimbiss
Dzzn3oCTxxDImla0uhhUXw	Yin-Yang China Schnellimbi�
dzZnC5YVzZVzW0he28HwEA	Eiscaf� Eis Sch�tzle
e2jCiEX8eqWa-kdCUB2UYA	Bundschuh Weinstube
E3iQVRnC-EYn_F6jdRU25g	Papa Corleone
E4xZKaClfyebUI59RBOePQ	Markgrafenkeller
e5Vs5C6fUuHRfC5tLAr1Iw	�nderungsschneiderei Sami Geckil
E5xhRV3bFwzPoKYf6gfvkg	Wunder-Bar
E6xrU8gCZxRlL60nGnf86w	Bierb�rse
E7iw4558JRv7F2Un_CD76g	H & M Hennes & Mauritz
E8X4A-nmbkgZb5L7QRy5SA	Europabad
EA6Ym63TtF9ntTrkZgkyJA	Italy Italy
eba6WF8cDN1TQ2_0rCkh4g	Cafe Classico
ebMNlzXkEl2lOVuXjgQgmA	McDonald's
EC8I62pXmzHJUU-Fr16K8w	Pfannestiel
EfXDe0RE17ihEkdL3r45Ug	Sch�tzenhaus M�hlburg
eHrMM9fBLZAtGrU7yCNm-g	Durlacher Tor
ejtVhXk9MdORE6lZxvejTg	Cala Gonone
eKhdSimzPB9sEfFQmX-zHg	Waldklause
ELbBgsX1rccs9ZZ9c9p9PA	Krua Thai
emjlzT7V_g-k80oyJqSnXA	Rofu Kinderland Spielwarenhandelsges. mbH
eMtSU9hLX1sl4jATF_mdVA	Hoepfner Burggarten
eMwSnSe2HLAJyy7irVm8yA	Schalander Steak und Bierhaus W�rth
eMwVhYxZ7FKYPoatICELjw	Saftladen
EnTfcULMZms42b4JzpqpNw	Pizzeria Ristorante La Piazzetta Da Pietro
ePiK7IM1ZWQiwuivFwKE1Q	Peek & Cloppenburg
EpZsI6uHsyaE1xHI-7Qglw	Triangel
eQ6pqLsqEZQRKU4lwrreDg	gmx.de
Eq-BpslGrZ2wDes-8miHIQ	Banna Thai
eqJ-p_8AYeltJU2tJHURJA	La Churreria
eV0EsRRpx4M8tWr2W4Laxw	Kaffeehaus Schmidt
EvFikmxgDw6a69Y1BSxqXQ	King Karl
ewF2Yr5BGDXO6om_GsiJcA	P�tisserie Ludwig
ExFAJB0sH2M4pCeH88U8Ag	Kolo
Ey6Keed9-Sn-9t9PsBT2dQ	Werderplatz
eYwk23GQRyxdTFsW7vzi0g	Zur Wagenburg
eZ5bRX8Et83RKG2RkbTajQ	Wok China-Schnellrestaurant
f1Qz5IoAcCF-fGMOfCXpSg	Jaroons
F2eR662GpiItrtCKvQovFQ	Arlt Computer
f2PQkagSYmdKKCQgE1fFTA	Marty's Restaurant
F2X07Fbe8J8wsPIRQwYOLw	Hotel Steuermann
F7bt2jRmYrzUrC-KRcKl-w	Umut
f-h9a30WaGubIQjjQs-w9A	Majolika
FCgjMGPgKIEvvtquzEtjPQ	Casino im Technologiepark
FCLHzkBsgjZCrHy6mm5LHg	da Gianni Ristorante
FdNKP0YfRlMLMhKUlFhddQ	Palmengarten
FEmI_9SAfFfDQlAlS213Pw	Weinblume
feSkNQq2U7scCVkGGJpudA	Kais Pizza
feuIeCASfyAsAiWJOM6Gfg	Moccasin
ffeXXtc122dtJKUbTwBSrQ	Kikeri
FfJOOwYH4yRGKlBoZZcUfg	Nachtcafe
FgXSF5rB-sXvqeheZPFwZw	baby-walz
fIPiGSlvwxHf7_R2FL4KDQ	Segafredo
FjEIf2VoM1cLUgTtsPurTQ	Zeitlos
FJQLkkXYvukWFTJMMJvpOg	LetscheBacchus Mediteranes Restaurant und Weinstube
fkdzXWjseG1gKubQD_fkGg	Vin Fou
fKEwqLzYhcW9pt1rMpfK2A	Eierhuber
fkW1FJY_x-iw7tG3dz3wZg	Pintxos - Tapas & Pasi�n
FlCwXSxMXckSrIuP18YQUQ	Shogun
flxT4xQdjw8U6R7XlA3IrA	Burger King
FMozaZuEJ43v_aWue6hkSQ	Dr. med. Annegret Schumacher
fmYWSos9ySdLN6zkcS5cNg	Rosenbaum
FpdNzWH9nEHHXfRvZ2tmqA	Hong Asia
fPZ9g2t2HTLRh5aL8BBIAw	Coloretti Kinder- und Schwangerschaftsmode
FQFd7NxnZnHX_nQ9riXJjA	Seehof Hellas
Fr4F7pEsTl_Qqn1gWEpenQ	Diverso
frvS-8am51BA9b4G1cbX9Q	Doering Spielwaren GmbH
fTIdlK_b1_C5ZDAzUx2CBw	Atlantic Bar
fuO8q9apAj88q9RHx3yecQ	Wildpark Stadion
fvAX_2GOqzsxj6GW7dEjFw	Novotel Karlsruhe City
fvZZp-gKF6HfoIZMhh2XtA	Wienerwald
fxDQVbsUK0EjsME2dr8ZIw	Zum Markgrafen
FZ-jz2T0X6Pso3yCrzICdQ	L6
FZpJfZGc1pGaGXabeJuVHw	Auto-Krasser
G0l7qwpaS_4l-D86ObrVaQ	Haut�rzte/Allergologie Robert Adina Figl Figl
g0rOtkDM3DI49LPQERF_pQ	Hammers Restaurant
G2xs4wZI6dBsOUEpGaGw1w	Mobydisc mobile Diskotheken
G5u6zPWAwNnm_JvbFx05yA	Fitness First
g6KpN1q6yllfnJayA6K9CA	Saturn
G8RItqxdcG89jOKUk-neZw	Saigon
g15qf0dUuu_aMN3mpY5quA	Caf� Extrablatt
G_VRJTVzdSUE5ThIWUPchQ	Badesee Buchzig
GApmMso82MaAbCWWin3d5A	 KSC-Clubhaus
GcYGGOoTlN9qa5zVvbwbTw	funsportsbar XL
Gd4X1HOo96SvxKGKad_rwQ	Brasil
gD8p1LEbAwxtIQM5vrGBYw	Metzgerei Wolfgang Dittes
Gdb8Wz1i5HtVxZ1aP4ZI_A	Cafe J�ck
gepa_EcPF8raQjJByhbKKw	Clubhaus im FV Daxlanden
GeQ03iVyEc653Z9U8doO7A	Rih
GFCSVqiFmOtkGmvE2IsqKA	Curry Queen College Point
Gg5MtU-QEaeazysV3jmn3A	Unisex
Ggk-eOeMo1aNq7kSh71e_g	Tabak-Heck
ggmtudEwKHHDd9sq2CvqLQ	Pablos
gHU8sHbkHaduYSFAd8C4Ng	Restaurant Ritter
gJB9U9MI5_C2NpkfhCJiRg	Best Western Queens Hotel Karlsruhe
GJx5yeXImKVS-_5CY18OEw	Gourmetrestaurant Erbprinz
GKe4j0FMpaN_4QUcSSUPcw	Pizzeria Gigi
gKrRXJNjGlZHsoJ7oBbb3g	B�ckeler's Cafe
GLZnniRlevgOYkdLoVze-A	Hairkiller
Gq9Cb7HsJSx-fLY2w16iZw	Besitos
GrQhGmJ4sEBu8uVo8gAaGw	Komm�dchen
grTFv0AWA2yD1ebaRVY2Qg	Sushi Circle
guaPlDZLMG3kljQv0OsCYA	Yogurt Monster
GuNsp9jyyZkk-_1-Bd4ltQ	Alte Brauerei
gV6tV_vL3bj_a8sugZInFg	Sport-Sch�tz GmbH
gw8c-CiE_6mAhJmG7aqxlw	Max
GY9pfuQlO0BhRUxvY9whmA	Joey's
gy26G9TuzHCF5pEOswcBtA	Fahrr�der und Zubeh�r Peter Fahrrad Fachgesch�ft Strebel &
gY-_DMsOpYzSGxHp8Pqigg	Mary Poppins
